date,new_cases,total_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,new_tests,total_tests,new_tests_smoothed,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations_smoothed,new_people_vaccinated_smoothed,stringency_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,B.1.1.7,B.1.617.2,B.1.1.529,Other,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,E1_Income support,E2_Debt/contract relief,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings,H7_Vaccination policy,H8_Protection of elderly people,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,StringencyLegacyIndex,StringencyLegacyIndexForDisplay,GovernmentResponseIndex,GovernmentResponseIndexForDisplay,ContainmentHealthIndex,ContainmentHealthIndexForDisplay,EconomicSupportIndex,EconomicSupportIndexForDisplay
2020-08-27,134,83958,186,5820,3,2.143,0.88,19,1.87,177,12203,571992,10969,0.017,59,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,83958,5820,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-08-28,0,83958,143.429,5821,1,1.571,0.89,19,1.87,165,12203,584195,11380,0.0126,79.3,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,83958,5821,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-08-29,0,83958,120.571,5821,0,1.571,0.92,20,1.968,166,12203,596398,11792,0.0102,97.8,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,83958,5821,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-08-30,0,83958,112.429,5821,0,1.571,0.96,20,1.968,163,12203,608601,12203,0.0092,108.5,,,,,,55.56,4993.6,8.2,-4.95,491.4883714,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,83958,5821,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-08-31,421,84379,146.571,5821,0,1.571,0.99,18,1.772,159,18027,626628,13035,0.0112,88.9,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,84379,5821,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-01,142,84521,134.714,5813,-8,-0.143,0.99,17,1.673,163,18027,644655,13867,0.0097,102.9,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,84521,5813,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-02,11,84532,101.143,5820,7,0.429,1.02,17,1.673,152,18027,662682,14699,0.0069,145.3,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,84532,5820,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-03,197,84729,110.143,5832,12,1.714,1.07,15,1.476,142,18027,680709,15531,0.0071,141,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,84729,5832,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-04,256,84985,146.714,5835,3,2,1.11,14,1.378,136,18027,698736,16363,0.009,111.5,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,84985,5835,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-05,0,84985,146.714,5835,0,2,1.15,14,1.378,131,18027,716763,17195,0.0085,117.2,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,84985,5835,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-06,0,84985,146.714,5835,0,2,1.19,14,1.378,135,18027,734790,18027,0.0081,122.9,,,,,,55.56,4964.8,7.95,-1.81,488.6537701,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,84985,5835,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-07,573,85558,168.429,5835,0,2,1.22,12,1.181,138,20382,755172,18363,0.0092,109,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,85558,5835,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-08,149,85707,169.429,5838,3,3.571,1.21,14,1.378,141,20382,775554,18700,0.0091,110.4,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,85707,5838,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-09,173,85880,192.571,5842,4,3.143,1.24,14,1.378,140,20382,795936,19036,0.0101,98.9,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,85880,5842,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-10,314,86194,209.286,5843,1,1.571,1.26,15,1.476,131,20382,816318,19373,0.0108,92.6,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,86194,5843,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-11,311,86505,217.143,5846,3,1.571,1.28,14,1.378,129,20382,836700,19709,0.011,90.8,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,86505,5846,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-12,0,86505,217.143,5846,0,1.571,1.3,15,1.476,128,20382,857082,20046,0.0108,92.3,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,86505,5846,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-13,0,86505,217.143,5846,0,1.571,1.33,15,1.476,130,20382,877464,20382,0.0107,93.9,,,,,,55.56,4967.5,7.76,0.17,488.919514,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,86505,5846,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-14,0,86505,135.286,5846,0,1.571,1.35,16,1.575,148,19924,897388,20317,0.0067,150.2,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,86505,5846,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-15,840,87345,234,5846,0,1.143,1.39,16,1.575,145,19924,917312,20251,0.0116,86.5,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,87345,5846,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-16,230,87575,242.143,5860,14,2.571,1.4,16,1.575,152,19924,937236,20186,0.012,83.4,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,87575,5860,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-17,310,87885,241.571,5864,4,3,1.41,15,1.476,154,19924,957160,20120,0.012,83.3,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,87885,5864,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-18,352,88237,247.429,5865,1,2.714,1.43,17,1.673,141,19924,977084,20055,0.0123,81.1,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,88237,5865,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-19,0,88237,247.429,5865,0,2.714,1.45,20,1.968,142,19924,997008,19989,0.0124,80.8,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,88237,5865,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-20,0,88237,247.429,5865,0,2.714,1.47,19,1.87,139,19924,1016932,19924,0.0124,80.5,,,,,,55.56,4938,7.52,-1.86,486.0160161,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,88237,5865,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-21,0,88237,247.429,5865,0,2.714,1.49,17,1.673,138,18279,1035211,19689,0.0126,79.6,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,88237,5865,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-22,1199,89436,298.714,5865,0,2.714,1.52,16,1.575,148,18279,1053490,19454,0.0154,65.1,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,89436,5865,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-23,320,89756,311.571,5876,11,2.286,1.52,15,1.476,150,18279,1071769,19219,0.0162,61.7,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,89756,5876,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-24,533,90289,343.429,5878,2,2,1.52,15,1.476,151,18279,1090048,18984,0.0181,55.3,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,90289,5878,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-25,634,90923,383.714,5880,2,2.143,1.52,20,1.968,156,18279,1108327,18749,0.0205,48.9,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,90923,5880,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-26,0,90923,383.714,5880,0,2.143,1.51,19,1.87,158,18279,1126606,18514,0.0207,48.2,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,90923,5880,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-27,0,90923,383.714,5880,0,2.143,1.51,18,1.772,158,18279,1144885,18279,0.021,47.6,,,,,,55.56,4934.3,7.34,-0.23,485.6518486,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,90923,5880,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-28,0,90923,383.714,5880,0,2.143,1.5,16,1.575,156,18580,1163465,18322,0.0209,47.7,,,,,,55.56,,,,,0,0,0,100,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,90923,5880,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-29,1543,92466,432.857,5880,0,2.143,1.51,17,1.673,158,18580,1182045,18365,0.0236,42.4,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,92466,5880,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-09-30,397,92863,443.857,5893,13,2.429,1.5,17,1.673,155,18580,1200625,18408,0.0241,41.5,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,92863,5893,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-01,752,93615,475.143,5893,0,2.143,1.5,16,1.575,156,18580,1219205,18451,0.0258,38.8,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,93615,5893,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-02,668,94283,480,5895,2,2.143,1.49,21,2.067,161,18580,1237785,18494,0.026,38.5,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,94283,5895,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-03,0,94283,480,5895,0,2.143,1.48,21,2.067,161,18580,1256365,18537,0.0259,38.6,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,94283,5895,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-04,0,94283,480,5895,0,2.143,1.48,20,1.968,162,18580,1274945,18580,0.0258,38.7,,,,,,55.56,4871.2,7.07,-3.8,479.4413158,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,94283,5895,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-05,0,94283,480,5895,0,2.143,1.48,22,2.165,155,19916,1294861,18771,0.0256,39.1,,,,,,55.56,,,,,4,0,0,96,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,94283,5895,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-06,1862,96145,525.571,5895,0,2.143,1.48,21,2.067,166,19916,1314777,18962,0.0277,36.1,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,96145,5895,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-07,532,96677,544.857,5892,-3,-0.143,1.48,24,2.362,172,19916,1334693,19153,0.0284,35.2,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,96677,5892,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-08,855,97532,559.571,5892,0,-0.143,1.48,23,2.264,179,19916,1354609,19343,0.0289,34.6,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,97532,5892,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-09,919,98451,595.429,5894,2,-0.143,1.48,23,2.264,180,19916,1374525,19534,0.0305,32.8,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,98451,5894,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-10,0,98451,595.429,5894,0,-0.143,1.48,23,2.264,184,19916,1394441,19725,0.0302,33.1,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,98451,5894,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-11,0,98451,595.429,5894,0,-0.143,1.48,21,2.067,196,19916,1414357,19916,0.0299,33.4,,,,,,55.56,4796.6,6.8,-4.46,472.0989111,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,98451,5894,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-12,0,98451,595.429,5894,0,-0.143,1.48,24,2.362,204,21564,1435921,20151,0.0295,33.8,,,,,,55.56,,,,,0,0,0,100,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,98451,5894,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-13,2203,100654,644.143,5894,0,-0.143,1.48,25,2.461,222,21564,1457485,20387,0.0316,31.6,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,100654,5894,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-14,678,101332,665,5907,13,2.143,1.5,24,2.362,218,21564,1479049,20622,0.0322,31,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,101332,5907,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-15,1075,102407,696.429,5910,3,2.571,1.51,23,2.264,218,21564,1500613,20858,0.0334,29.9,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,102407,5910,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-16,793,103200,678.429,5918,8,3.429,1.53,27,2.657,238,21564,1522177,21093,0.0322,31.1,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,103200,5918,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-17,0,103200,678.429,5918,0,3.429,1.55,31,3.051,238,21564,1543741,21329,0.0318,31.4,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,103200,5918,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-18,0,103200,678.429,5918,0,3.429,1.57,30,2.953,245,21564,1565305,21564,0.0315,31.8,,,,,,55.56,4814.6,6.66,1.09,473.8705369,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,103200,5918,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-19,0,103200,678.429,5918,0,3.429,1.6,30,2.953,270,23961,1589266,21906,0.031,32.3,,,,,,55.56,,,,,0,0,0,100,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,103200,5918,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-20,3180,106380,818,5918,0,3.429,1.62,30,2.953,278,23961,1613227,22249,0.0368,27.2,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,106380,5918,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-21,975,107355,860.429,5929,11,3.143,1.64,34,3.346,290,23961,1637188,22591,0.0381,26.3,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,107355,5929,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-22,1614,108969,937.429,5930,1,2.857,1.66,37,3.642,309,23961,1661149,22934,0.0409,24.5,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,108969,5930,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-23,1625,110594,1056.286,5933,3,2.143,1.68,36,3.543,309,23961,1685110,23276,0.0454,22,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,110594,5933,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-24,0,110594,1056.286,5933,0,2.143,1.7,37,3.642,328,23961,1709071,23619,0.0447,22.4,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,110594,5933,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-25,0,110594,1056.286,5933,0,2.143,1.72,41,4.035,344,23961,1733032,23961,0.0441,22.7,,,,,,55.56,4747.4,6.42,-3.97,467.2564671,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,110594,5933,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-26,0,110594,1056.286,5933,0,2.143,1.74,45,4.429,386,27613,1760645,24483,0.0431,23.2,,,,,,55.56,,,,,0,0,0,100,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,110594,5933,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-27,5191,115785,1343.571,5933,0,2.143,1.77,57,5.61,454,27613,1788258,25004,0.0537,18.6,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,115785,5933,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-28,2128,117913,1508.286,5927,-6,-0.286,1.78,56,5.512,497,27613,1815871,25526,0.0591,16.9,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,117913,5927,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-29,3254,121167,1742.571,5934,7,0.571,1.79,60,5.905,492,27613,1843484,26048,0.0669,14.9,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,121167,5934,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-30,3188,124355,1965.857,5938,4,0.714,1.78,58,5.709,533,27613,1871097,26570,0.074,13.5,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,124355,5938,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-10-31,0,124355,1965.857,5938,0,0.714,1.78,61,6.004,562,27613,1898710,27091,0.0726,13.8,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,124355,5938,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-11-01,0,124355,1965.857,5938,0,0.714,1.78,60,5.905,566,27613,1926323,27613,0.0712,14,,,,,,55.56,4771.9,6.31,1.42,469.6678467,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,124355,5938,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-11-02,0,124355,1965.857,5938,0,0.714,1.78,74,7.283,687,33414,1959737,28442,0.0691,14.5,,,,,,55.56,,,,,6.2,0,0,92.2,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,124355,5938,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-11-03,10177,134532,2678.143,5938,0,0.714,1.78,81,7.972,740,33414,1993151,29270,0.0915,10.9,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,134532,5938,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-11-04,3198,137730,2831,5997,59,10,1.76,90,8.858,802,33414,2026565,30099,0.0941,10.6,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,137730,5997,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-11-05,4034,141764,2942.429,6002,5,9.714,1.74,90,8.858,837,33414,2059979,30928,0.0951,10.5,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,141764,6002,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-11-06,4697,146461,3158,6022,20,12,1.72,90,8.858,878,33414,2093393,31757,0.0994,10.1,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,146461,6022,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-11-07,0,146461,3158,6022,0,12,1.7,98,9.646,878,33414,2126807,32585,0.0969,10.3,,,,,,55.56,,,,,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,146461,6022,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-11-08,0,146461,3158,6022,0,12,1.68,99,9.744,906,33414,2160221,33414,0.0945,10.6,,,,,,55.56,4804.9,6.21,1.95,472.9158274,,,,,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,146461,6022,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-11-09,0,146461,3158,6022,0,12,1.67,122,12.008,1049,37239,2197460,33960,0.093,10.8,,,,,,55.56,,,,,1.7,0,0,96.6,1,1,2,3,1,1,0,3,2,1,2,2,1,0,0,3,146461,6022,55.56,55.56,70.24,70.24,52.6,52.6,51.19,51.19,62.5,62.5
2020-11-10,15779,162240,3958.286,6022,0,12,1.65,127,12.5,1142,37239,2234699,34507,0.1147,8.7,,,,,,58.33,,,,,,,,,1,1,2,3,1,1,1,3,2,1,2,2,1,0,0,3,162240,6022,58.33,58.33,70.24,70.24,54.17,54.17,52.98,52.98,62.5,62.5
2020-11-11,4467,166707,4139.571,6082,60,12.143,1.62,122,12.008,1231,37239,2271938,35053,0.1181,8.5,,,,,,58.33,,,,,,,,,1,1,2,3,1,1,1,3,2,1,2,2,1,0,0,3,166707,6082,58.33,58.33,70.24,70.24,54.17,54.17,52.98,52.98,62.5,62.5
2020-11-12,4658,171365,4228.714,6122,40,17.143,1.58,123,12.106,1288,37239,2309177,35600,0.1188,8.4,,,,,,58.33,,,,,,,,,1,1,2,3,1,1,1,3,2,1,2,2,1,0,0,3,171365,6122,58.33,58.33,70.24,70.24,54.17,54.17,52.98,52.98,62.5,62.5
2020-11-13,5990,177355,4413.429,6164,42,20.286,1.54,124,12.205,1337,37239,2346416,36146,0.1221,8.2,,,,,,58.33,,,,,,,,,1,1,2,3,1,1,1,3,2,1,2,2,1,0,0,3,177355,6164,58.33,58.33,70.24,70.24,54.17,54.17,52.98,52.98,62.5,62.5
2020-11-14,0,177355,4413.429,6164,0,20.286,1.51,132,12.992,1342,37239,2383655,36693,0.1203,8.3,,,,,,58.33,,,,,,,,,1,1,2,3,1,1,1,3,2,1,2,2,1,0,0,3,177355,6164,58.33,58.33,70.24,70.24,54.17,54.17,52.98,52.98,62.5,62.5
2020-11-15,0,177355,4413.429,6164,0,20.286,1.48,132,12.992,1347,37239,2420894,37239,0.1185,8.4,,,,,,58.33,5006.1,6.33,11.71,492.7186671,,,,,1,1,2,3,1,1,1,3,2,1,2,2,1,0,0,3,177355,6164,58.33,58.33,70.24,70.24,54.17,54.17,52.98,52.98,62.5,62.5
2020-11-16,0,177355,4413.429,6164,0,20.286,1.45,156,15.354,1483,38266,2459160,37386,0.1181,8.5,,,,,,58.33,,,,,2.1,2.1,0,95.7,1,1,2,3,1,1,1,3,2,1,2,2,1,0,0,3,177355,6164,58.33,58.33,70.24,70.24,54.17,54.17,52.98,52.98,62.5,62.5
2020-11-17,15084,192439,4314.143,6164,0,20.286,1.42,166,16.338,1593,38266,2497426,37532,0.1149,8.7,,,,,,58.33,,,,,,,,,1,1,2,3,1,1,1,3,2,1,2,2,1,0,0,3,192439,6164,58.33,58.33,70.24,70.24,54.17,54.17,52.98,52.98,62.5,62.5
2020-11-18,4007,196446,4248.429,6321,157,34.143,1.41,178,17.519,1651,38266,2535692,37679,0.1128,8.9,,,,,,58.33,,,,,,,,,1,1,2,3,1,1,1,3,2,1,2,2,1,0,0,3,196446,6321,58.33,58.33,70.24,70.24,54.17,54.17,52.98,52.98,62.5,62.5
2020-11-19,4609,201055,4241.429,6340,19,31.143,1.4,180,17.716,1689,38266,2573958,37826,0.1121,8.9,,,,,,58.33,,,,,,,,,1,1,2,3,1,1,1,3,2,1,2,2,1,0,0,3,201055,6340,58.33,58.33,70.24,70.24,54.17,54.17,52.98,52.98,62.5,62.5
2020-11-20,7240,208295,4420,6406,66,34.571,1.39,177,17.421,1673,38266,2612224,37973,0.1164,8.6,,,,,,58.33,,,,,,,,,1,1,2,3,1,1,1,3,2,1,2,2,1,0,0,3,208295,6406,58.33,58.33,70.24,70.24,54.17,54.17,52.98,52.98,62.5,62.5
2020-11-21,0,208295,4420,6406,0,34.571,1.37,179,17.618,1674,38266,2650490,38119,0.116,8.6,,,,,,58.33,,,,,,,,,1,1,2,3,1,1,1,3,2,1,2,2,1,0,0,3,208295,6406,58.33,58.33,70.24,70.24,54.17,54.17,52.98,52.98,62.5,62.5
